name,pos,tags
"diana, princess of wales",PN,famous
dion parsons,PN,famous
doc pomus,PN,famous
dolly parton,PN,famous
dominika peczynski,PN,famous
dorothea puente,PN,famous
dorothy parker,PN,famous
doug pinnick,PN,famous
dougie poynter,PN,famous
drew parsons,PN,famous
dan quayle,PN,famous
dennis quaid,PN,famous
dalia rabikovich,PN,famous
dan rather,PN,famous
dan reeves,PN,famous
dan roberts,PN,famous
dana rosenblatt,PN,famous
daniel radcliffe,PN,famous
daniel rona israeli,PN,famous
darius rucker,PN,famous
darren robinson,PN,famous
darth revan,PN,famous
dash rendar,PN,famous
dave roever,PN,famous
david raksin,PN,famous
david ricardo,PN,famous
david riesman,PN,famous
david rivel,PN,famous
david robinson,PN,famous
david romero,PN,famous
david rose,PN,famous
david rosen,PN,famous
david rosenhan,PN,famous
david rosenthal,PN,famous
david ruprecht,PN,famous
davide ragazzoni,PN,famous
davide ropele,PN,famous
della reese,PN,famous
demis roussos,PN,famous
denise richards,PN,famous
dennis rader,PN,famous
dennis ritchie,PN,famous
deon rexroat,PN,famous
diana ross,PN,famous
diane ravitch,PN,famous
diego romagnoli,PN,famous
django reinhardt,PN,famous
don rickles,PN,famous
don ross,PN,famous
donald roeser,PN,famous
donald rumsfeld,PN,famous
doris roberts,PN,famous
dorothea roschmann,PN,famous
dr. rumack,PN,famous
dale stewart,PN,famous
dan schmid,PN,famous
dan slobin,PN,famous
dan spitz of anthrax,PN,famous
dan stamper,PN,famous
dan swanö,PN,famous
dana strum,PN,famous
daniel s. goldin,PN,famous
daniel schorr,PN,famous
daniel sleator,PN,famous
daniel stern,PN,famous
daniel suher,PN,famous
danielle steel,PN,famous
danny schayes,PN,famous
danny seiwel l,PN,famous
danny shuler,PN,famous
dark schneider,PN,famous
darren star,PN,famous
darryl strawberry,PN,famous
darth sidious,PN,famous
darth sion,PN,famous
daryl sabara,PN,famous
daryl stuermer,PN,famous
dave schools,PN,famous
dave sharp,PN,famous
david sancious,PN,famous
david sarnoff,PN,famous
david schneider,PN,famous
david schwimmer,PN,famous
david segal,PN,famous
david seymour,PN,famous
david simmons,PN,famous
david sklansky,PN,famous
david smith,PN,famous
david steele,PN,famous
david steinberg,PN,famous
david suchet,PN,famous
dean simon,PN,famous
dee snider,PN,famous
deion sanders,PN,famous
del shannon,PN,famous
delmore schwartz,PN,famous
demias shekarian,PN,famous
denise scott brown,PN,famous
derek sherinian,PN,famous
derek smalls,PN,famous
derf scratch,PN,famous
dick savitt,PN,famous
dick shawn,PN,famous
dick sims,PN,famous
dinah shore,PN,famous
dirk schlächter,PN,famous
discu stu,PN,famous
dmitri shostakovich,PN,famous
dmitry sklyarov,PN,famous
doctor strange,PN,famous
dolph schayes,PN,famous
domenico scarlatti,PN,famous
dominic scott,PN,famous
don schiff,PN,famous
don siegel,PN,famous
donita sparks,PN,famous
dorothy stowe,PN,famous
douglas sirk,PN,famous
dr. seuss,PN,famous
dr.harold shipman,PN,famous
drew shirley,PN,famous
dutch schultz,PN,famous
dan tyminski,PN,famous
danny thompson,PN,famous
dara torres,PN,famous
darth traya,PN,famous
dave thomas,PN,famous
david t. walker,PN,famous
dawson trotman,PN,famous
dean thomas,PN,famous
deborah tannen,PN,famous
dennis the menace,PN,famous
derek trucks,PN,famous
desmond tutu,PN,famous
dick tracy,PN,famous
dimitri tiomkin,PN,famous
donald trump,PN,famous
donna troy,PN,famous
dora the explorer,PN,famous
doug tann,PN,famous
dougie thomson,PN,famous
dolores umbrige,PN,famous
doris ulmann,PN,famous
d.d. verni,PN,famous
darth vader,PN,famous
david vincent,PN,famous
deborah voigt,PN,famous
diane von furstenberg,PN,famous
dick van dyke,PN,famous
dick vitale,PN,famous
daniel wildenstein,PN,famous
danny weinkauf,PN,famous
d'arcy wretzky,PN,famous
dave wakeling,PN,famous
dave weckl,PN,famous
dave winer,PN,famous
david wain,PN,famous
david warner,PN,famous
david was,PN,famous
david wechsler,PN,famous
david weiss,PN,famous
david wilkerson,PN,famous
david williams,PN,famous
david wolf,PN,famous
debbie wasserman schultz,PN,famous
debra winger,PN,famous
demond wilson,PN,famous
dennis ward,PN,famous
denzel washington,PN,famous
deryck whibley,PN,famous
diane warren,PN,famous
dj webstar,PN,famous
doc watson,PN,famous
don was was,PN,famous
doug ward,PN,famous
doug wimbish,PN,famous
douglas wheelock,PN,famous
dywane wade,PN,famous
daddy yankee,PN,famous
daniel yanofsky,PN,famous
dave yorkie palmer,PN,famous
doug yule,PN,famous
dwight yoakam,PN,famous
david z,PN,famous
david zucker,PN,famous
dolora zajick,PN,famous
doron zeilberger,PN,famous
dov zakheim,PN,famous
dweezil zappa,PN,famous
e.t.,PN,famous
ed-209,PN,famous
eddie,PN,famous
eeyore,PN,famous
eeyore,PN,famous
eisenhower,PN,famous
eliezer,PN,famous
elijah,PN,famous
elisha,PN,famous
elkanah,PN,famous
elliot,PN,famous
elphaba,PN,famous
eminem,PN,famous
eomer,PN,famous
eowyn,PN,famous
ephraim,PN,famous
errol,PN,famous
esteban,PN,famous
esther,PN,famous
evanescence,PN,famous
ed,PN,famous
euronymous,PN,famous
ed ames,PN,famous
ed asner,PN,famous
edgar allen poe,PN,famous
elan atias of the wailers,PN,famous
elliott abrams,PN,famous
emanuel ax,PN,famous
eric althaus,PN,famous
eric avery,PN,famous
esref armagan,PN,famous
eve arnold,PN,famous
east bay ray,PN,famous
eddie bayers,PN,famous
eddie breckenridge,PN,famous
edgar bones,PN,famous
edgar bronfman sr.,PN,famous
eduard bernstein,PN,famous
edward bernays,PN,famous
edythe broad,PN,famous
egon brunswik,PN,famous
ehud barak,PN,famous
elayne boosler,PN,famous
eleanor branstone,PN,famous
eli broad,PN,famous
eliezer ben nathan,PN,famous
eliezer ben yehudah,PN,famous
eliezer ben-yehuda,PN,famous
elijah ben solomon,PN,famous
elizabeth berkley,PN,famous
elizabeth blackwell,PN,famous
ella baker,PN,famous
ellen barkin,PN,famous
elmer bernstein,PN,famous
elwood blues,PN,famous
emanuela borzi,PN,famous
emile berliner,PN,famous
emily browning,PN,famous
enid blyton,PN,famous
eric baron behrenfeld,PN,famous
eric bana,PN,famous
eric bazilian,PN,famous
eric bell,PN,famous
eric bloom,PN,famous
eric boudreault,PN,famous
eric brittingham,PN,famous
eric burdon,PN,famous
ernest bloch,PN,famous
ernst bloch,PN,famous
erzsébet báthory,PN,famous
evan balaban,PN,famous
evans blue,PN,famous
eason chan,PN,famous
eddie cantor,PN,famous
eddie carmel,PN,famous
eddie carmichael,PN,famous
eddie clarke,PN,famous
eddie cochran,PN,famous
edward cullen,PN,famous
eli cohen,PN,famous
elias canetti,PN,famous
elvis costello,PN,famous
elvis crespo,PN,famous
emmanuel cellar,PN,famous
eric cantor,PN,famous
eric carmen,PN,famous
eric cartman,PN,famous
eric clapton,PN,famous
ernst chain,PN,famous
erwin chargaff,PN,famous
ethan coen,PN,famous
eugene chadbourne,PN,famous
eugenio calabi,PN,famous
evan cranley,PN,famous
eddie daniels,PN,famous
edgar degas,PN,famous
edsger dijkstra,PN,famous
elizabeth dole,PN,famous
ellen degeneres,PN,famous
emile durkheim,PN,famous
emily dickinson,PN,famous
emma destinnova,PN,famous
emma dobbs,PN,famous
eric drew feldman,PN,famous
esteban de jesus,PN,famous
ean evans,PN,famous
edward e. kramer,PN,famous
edward elgar,PN,famous
edward elric,PN,famous
efraim elrom,PN,famous
eli e hertz,PN,famous
eliane elias,PN,famous
eliot engel,PN,famous
elisabeth elliot,PN,famous
eliyahu eliezer dessler,PN,famous
elliot easton,PN,famous
elliott erwitt,PN,famous
emilio estevez,PN,famous
eric e schmidt,PN,famous
eric erlandson,PN,famous
erik eriksson,PN,famous
ernest everett just,PN,famous
esther epstein,PN,famous
eve ensler,PN,famous
excel excel,PN,famous
eddie fatu,PN,famous
eddie fisher,PN,famous
edgar froese,PN,famous
edna ferber,PN,famous
edward feigenbaum,PN,famous
edward fredkin,PN,famous
eliot feld,PN,famous
eliot fisk,PN,famous
elizebeth friedman,PN,famous
ella fitzgerald,PN,famous
elmer fudd,PN,famous
elmer fudd,PN,famous
elmo from sesame street,PN,famous
emma frost,PN,famous
enrico fermi,PN,famous
eric faulkner,PN,famous
eric foner,PN,famous
eric fromm,PN,famous
erich fried,PN,famous
erich fromm,PN,famous
ernest frank benjamin,PN,famous
ernie ford,PN,famous
esther friedman,PN,famous
eve fertig,PN,famous
evelyn fox keller,PN,famous
eddie gein:,PN,famous
eddie gottlieb,PN,famous
edgar g. ulmer,PN,famous
edita gruberova,PN,famous
edwar g. robinson,PN,famous
edward g. robinson,PN,famous
edward gein,PN,famous
efim geller,PN,famous
elina garanca,PN,famous
elizabeth glaser,PN,famous
ellen goodman,PN,famous
ellen greene,PN,famous
ellie greenwich,PN,famous
elliot goldenthal,PN,famous
elliot gould,PN,famous
elliott gould,PN,famous
emilio g. segre,PN,famous
emma goldman,PN,famous
eric gale,PN,famous
eric ghint of nofx,PN,famous
eric griffin,PN,famous
erik gustafsson,PN,famous
ernest gold,PN,famous
ernest gruening,PN,famous
ernie grunfeld,PN,famous
erving goffman,PN,famous
estelle getty,PN,famous
eugene garfield,PN,famous
eva green,PN,famous
eydie gorme,PN,famous
edith head,PN,famous
edmond h. fischer,PN,famous
edmund husserl,PN,famous
edwin h. land,PN,famous
emil hirsch,PN,famous
eric h lenneberg,PN,famous
eric haydock,PN,famous
eric holder,PN,famous
eric hosking,PN,famous
erik hargrove,PN,famous
ernest hemingway,PN,famous
ethan hawke,PN,famous
eva hesse,PN,famous
evander holyfield,PN,famous
eugene ionesco,PN,famous
eddie jackson,PN,famous
elfriede jelinek,PN,famous
elmore james,PN,famous
elroy jetson,PN,famous
elton john,PN,famous
elvin jones,PN,famous
eric johnson,PN,famous
eric judy,PN,famous
erica jong,PN,famous
erland josephson,PN,famous
earl klugh,PN,famous
ed king,PN,famous
ed koch,PN,famous
eddie kaye thomas,PN,famous
edmund kemper,PN,famous
edward kasner,PN,famous
egor karkeroff,PN,famous
eleazar kalir,PN,famous
emil kleber,PN,famous
ernest klein,PN,famous
esmond knight,PN,famous
eugene kleiner,PN,famous
eve kosofsky sedgwick,PN,famous
exar kun,PN,famous
e. l. doctorow,PN,famous
edward lasker,PN,famous
edward levi,PN,famous
edwin lowe,PN,famous
el lissitzky,PN,famous
elena lappin,PN,famous
elias levy,PN,famous
elizabeth loftus,PN,famous
emanuel lasker,PN,famous
emma lazarus,PN,famous
emmanuel levinas,PN,famous
enzo liberto,PN,famous
eric lander,PN,famous
eric liddell,PN,famous
ernest lehman,PN,famous
ernst liubitsch,PN,famous
estee lauder,PN,famous
esther lederberg,PN,famous
eugene levy,PN,famous
eva longoria,PN,famous
evan lowenstein,PN,famous
eddie murphy,PN,famous
edgardo mortara,PN,famous
"edouard manet, , french painter",PN,famous
"edvard munch , norwegian painter",PN,famous
edwin moses,PN,famous
elaine may,PN,famous
eli manning,PN,famous
elie mechnikov,PN,famous
elie metchnikoff,PN,famous
elijah moshinsky,PN,famous
elijah muhammad,PN,famous
ellen markman,PN,famous
ellen muth,PN,famous
elliot maddox,PN,famous
eloise midgeon,PN,famous
emperor magus caligula,PN,famous
eric melvin,PN,famous
erich muhsam,PN,famous
erik mortensen,PN,famous
ernie mcmillan,PN,famous
ervin magic johnson,PN,famous
eugene meyer,PN,famous
eugenio mori,PN,famous
eva mendes,PN,famous
eva mozes,PN,famous
ewan mcgregor,PN,famous
ed newman,PN,famous
edward norton,PN,famous
elliot n. dorff,PN,famous
emmy noether,PN,famous
emperor norton,PN,famous
ernest nagel,PN,famous
ed o'brien,PN,famous
eddie ojeda,PN,famous
elimelech of lezhinsk,PN,famous
erkan ogur,PN,famous
eugene ormandy,PN,famous
eli pariser,PN,famous
elisa pilotti,PN,famous
elvis presley,PN,famous
emeric pressburger,PN,famous
emil post,PN,famous
emperor palpatine,PN,famous
erik per sullivan,PN,famous
ernie prang,PN,famous
erwin panofsky,PN,famous
estelle parsons,PN,famous
ewa podles,PN,famous
ezio pinza,PN,famous
ed rendell,PN,famous
ed rosenthal,PN,famous
eddie rabbitt,PN,famous
edward rendell,PN,famous
edward rosewater,PN,famous
elmer rice,PN,famous
emma roberts,PN,famous
emmy rossum,PN,famous
eric r. kandel,PN,famous
eric rohmer,PN,famous
erik rutan,PN,famous
ernestine rose,PN,famous
ervin r. hafter,PN,famous
ethel rosenberg,PN,famous
eugen rosenstock-huessy,PN,famous
eugene robinson,PN,famous
evan rachel wood,PN,famous
earnie shavers,PN,famous
ed snider,PN,famous
edith stein,PN,famous
edmond safra,PN,famous
edward s. salomon,PN,famous
edward sapir,PN,famous
edward scissorhands,PN,famous
edwin salpeter,PN,famous
efraim sevela,PN,famous
elias stein,PN,famous
eliot spitzer,PN,famous
elisabeth shue,PN,famous
eliza schneider,PN,famous
elliot sharp,PN,famous
elliot spitzer,PN,famous
emanuel schiffers,PN,famous
emil sutovsky,PN,famous
emmitt smith,PN,famous
eon sinclair,PN,famous
eric schenkman,PN,famous
eric segal,PN,famous
eric singer,PN,famous
eric steven raymond,PN,famous
erich segal,PN,famous
erik satie,PN,famous
erik smith,PN,famous
erle stanley gardner,PN,famous
esperanza spalding,PN,famous
evan seinfeld of biohazard,PN,famous
edward teller,PN,famous
elizabeth taylor,PN,famous
emmett till,PN,famous
ernst toch,PN,famous
evan taubenfeld,PN,famous
eddie van halen,PN,famous
eddie vedder,PN,famous
eerie von,PN,famous
elijah vilna,PN,famous
emmaline vance,PN,famous
emppu vuorinen,PN,famous
en vogue,PN,famous
erich von stroheim,PN,famous
eugene volokh,PN,famous
ed wynn,PN,famous
edgar winter,PN,famous
edward witten,PN,famous
effie white,PN,famous
eli wallach,PN,famous
elie wiesel,PN,famous
elijah woods,PN,famous
emma watson,PN,famous
eric wilson,PN,famous
eric wolf,PN,famous
erich wolfgang korngold,PN,famous
ethan winogrand,PN,famous
eugene wigner,PN,famous
evan wolfson,PN,famous
ezer weizman,PN,famous
edward zorinsky,PN,famous
edward zwick,PN,famous
efrem zimbalist jr.,PN,famous
enzo zirilli,PN,famous
ethan zohn,PN,famous
ezio zaccagnini,PN,famous
fala,PN,famous
falco,PN,famous
fang,PN,famous
fantasia,PN,famous
faramir,PN,famous
ferdie,PN,famous
fergie,PN,famous
firenze,PN,famous
flanders,PN,famous
flash,PN,famous
fluffy,PN,famous
flyleaf,PN,famous
francis  ford coppola,PN,famous
frasier,PN,famous
frezia,PN,famous
frodo,PN,famous
frosty,PN,famous
fred & rose west,PN,famous
faraz anwar,PN,famous
fat albert and the cosby kids,PN,famous
fat albert,PN,famous
felipe andreoli,PN,famous
"feustel, andrew j.",PN,famous
fiona apple,PN,famous
frankie armstrong,PN,famous
fred astaire,PN,famous
freddy adu,PN,famous
fabien barthez,PN,famous
fanny brice,PN,famous
fantasia barinno,PN,famous
felix bloch,PN,famous
felix bressart,PN,famous
filippo bertacche,PN,famous
flashlight brown,PN,famous
francesco branciamore,PN,famous
francis buchholz,PN,famous
frank beard,PN,famous
frank bello,PN,famous
frank briggs,PN,famous
frank bryce,PN,famous
frankie banali,PN,famous
franz beckenbauer,PN,famous
franz boas,PN,famous
frederick buechner,PN,famous
frodo baggins,PN,famous
50 cent,PN,famous
fabio cannavaro,PN,famous
fanny crosby,PN,famous
felix cavaliere rascals,PN,famous
ferdinand cohn,PN,famous
"ferguson, christopher j.",PN,famous
fidel castro,PN,famous
"foale, c. michael",PN,famous
foreststorn chico hamilton,PN,famous
francesca catalano,PN,famous
francesco corbetta,PN,famous
francesco corvino,PN,famous
francesco cusa,PN,famous
francois couperin,PN,famous
frank caliendo,PN,famous
frank collin,PN,famous
frank colón,PN,famous
frederic chopin,PN,famous
furio chirico,PN,famous
fefe dobson,PN,famous
fleur delacour,PN,famous
fran drescher,PN,famous
frank de pass,PN,famous
franklin d. roosevelt,PN,famous
franz di cioccio,PN,famous
frederick delius,PN,famous
"fincke, e. michael",PN,famous
fred ebb,PN,famous
farrah fawcett,PN,famous
fat fryer,PN,famous
federico fellini,PN,famous
felix frankfurter,PN,famous
filius flitwick,PN,famous
florean fortesque,PN,famous
francis ford coppola,PN,famous
fred flintstone,PN,famous
fred frith,PN,famous
fritz feld,PN,famous
fritz freleng,PN,famous
fyvush finkle,PN,famous
family guy,PN,famous
fenrir greyback,PN,famous
forrest gump,PN,famous
francis griffin,PN,famous
francisco goya,PN,famous
frank gambale,PN,famous
frank gehry,PN,famous
franklin graham,PN,famous
faith hill,PN,famous
fannie hurst,PN,famous
fareed haque,PN,famous
felicity huffman,PN,famous
fernando hernandez leyva,PN,famous
fiorello h. laguardia,PN,famous
fred hammond,PN,famous
fred hellerman,PN,famous
fred hersch,PN,famous
fritz haber,PN,famous
fritz hauser,PN,famous
fritz heider,PN,famous
filippo inzaghi,PN,famous
frank iero,PN,famous
frank israel,PN,famous
fredrik isaksson,PN,famous
fat joe,PN,famous
flavius josephus,PN,famous
forrest j. ackerman,PN,famous
francois jacob,PN,famous
freddy jr miranda,PN,famous
frederick jacobi,PN,famous
"ford, kevin a.",PN,famous
forrest kline,PN,famous
franz kafka,PN,famous
franz kline,PN,famous
freddie king,PN,famous
frederick knefler,PN,famous
frida kahlo,PN,famous
fritz kreisler,PN,famous
f. lee bailey,PN,famous
fat lady,PN,famous
ferdinand lassalle,PN,famous
foghorn leghorn,PN,famous
foghorn leghorn,PN,famous
fran lebowitz,PN,famous
frank lautenberg,PN,famous
frank licht,PN,famous
frank lloyd wright,PN,famous
frank loesser,PN,famous
frank luntz,PN,famous
franz liszt,PN,famous
fred lipsius,PN,famous
fred lukoff,PN,famous
frederic lacousse,PN,famous
frédéric leclercq,PN,famous
frederick loewe,PN,famous
fritz lang,PN,famous
fritz leiber,PN,famous
fritz lipmann,PN,famous
fritz london,PN,famous
fanny mendelssohn hensel,PN,famous
fat mike,PN,famous
fei mu,PN,famous
felix mendelssohn,PN,famous
felix mendelssohn,PN,famous
ferdy mayne,PN,famous
fernando medina,PN,famous
fidel morales,PN,famous
filippo mignatti,PN,famous
fiona may,PN,famous
fito messina,PN,famous
flattus maximus,PN,famous
floyd mayweather jr.,PN,famous
"fossum, michael e.",PN,famous
fox mulder,PN,famous
franco modigliani,PN,famous
frank marino,PN,famous
franklin m. fisher,PN,famous
freddie mercury,PN,famous
frederick mckinley jones,PN,famous
fredric march,PN,famous
friedrich murnau,PN,famous
fritzi massary,PN,famous
finius nigelus,PN,famous
fall out boy,PN,famous
flannery o'connor,PN,famous
franc o'shea,PN,famous
frank oz,PN,famous
franz oppenheimer,PN,famous
felicity porter,PN,famous
felix pappalardi,PN,famous
fiddler pig,PN,famous
florence p. kahn,PN,famous
franco penatti,PN,famous
frank peretti,PN,famous
frankie poullain,PN,famous
freddie prinze jr.,PN,famous
freddie prinze sr.,PN,famous
fritz perls,PN,famous
fabio rotondo,PN,famous
flo rida,PN,famous
forrest robinson,PN,famous
